,Date,text_headlines
621,2020-03-15 00:39:00,gap banana republic at risk as coronavirus gives shoppers one more reason to avoid the mall
622,2020-03-13 07:27:00,gap stock price target cut to $11 from $17 at jp morgan
623,2020-03-12 04:33:00,gap tops q4 expectations says it's 'impossible' to estimate virus impact
624,2020-03-12 07:34:00,gap stock price target cut to $12 from $20 at wedbush
625,2020-03-05 04:30:00,gap chooses old navy leader as new ceo
626,2020-03-02 07:36:00,cole haan is going public 5 things to know about the shoes and accessories company
627,2020-02-20 08:03:00,gap partners with thredup for secondhand program
628,2020-02-04 09:02:00,gap started at market perform with $18 stock price target at bmo capital
629,2020-02-03 03:26:00,e-commerce surge sparks questions about reliability of same-store sales metric
630,2020-01-28 10:51:00,fashion mogul lists west village apartment for $15 million
631,2020-01-22 02:54:00,gap’s troubles persist but at least the old navy spinoff isn’t happening analysts say
632,2020-01-18 06:30:00,gap canceled its old navy spinoff that’s good news for the stock
633,2020-01-17 09:09:00,gap stock price target raised to $19 from $15 at mkm partners
634,2020-01-17 07:52:00,twitter is falling google’s parent is rising and the dow is ready to hit another all-time high
635,2020-01-17 07:19:00,gap stock price target raised to $18 from $15 at deutsche bank
636,2020-01-17 07:12:00,the dow looks set to hit another new high thanks china
637,2020-01-16 05:31:00,gap stock jumps on news it will not spin off old navy
638,2020-01-16 04:52:00,gap stock is soaring after company scraps old navy spinoff
639,2020-01-16 04:31:00,gap cancels old navy spinoff citing 'cost and complexity'
640,2020-01-16 04:22:00,gap 'cost and complexity' of old navy spinoff limited value
641,2020-01-16 04:20:00,gap stock up 9percent after news it won't spin off old navy
642,2020-01-07 03:29:00,gap downgraded as analysts wonder whether old navy should be separated
643,2020-01-07 11:34:00,gap inc downgraded to hold from buy at jefferies price target drops to $17 from $24
644,2020-01-06 01:36:00,stocks make a comeback despite iran worries nordstrom and gap are rising
645,2019-12-30 11:09:00,here are the best and worst dow and s&p 500 stocks of 2019
646,2019-12-11 04:25:00,american eagle outfitters poised to snap up share from gap and victoria’s secret parent l brands
647,2019-12-10 11:25:00,old navy offering free delivery from stores during final holiday shopping stretch
648,2019-12-02 00:21:00,retail inventories have swelled that could pressure margins
649,2019-11-29 09:19:00,black friday won’t save some retail stocks
650,2019-11-26 02:50:00,gap and l brands get credit downgrades from s&p ratings
651,2019-11-25 11:01:00,gap has three reasons it’s committed to spinning off the old navy brand
652,2019-11-21 06:29:00,gap stock gains after earnings top wall street estimates
653,2019-11-21 04:28:00,gap stock bounces back after earnings beat diminished expectations
654,2019-11-18 08:24:00,gap could cancel the old navy spinoff and that would be a good thing says wells fargo
655,2019-11-17 03:00:00,home depot macy’s target and other stocks for investors to watch this week
656,2019-11-15 02:36:00,gap launches holiday pop ups for the janie and jack hill city brands
657,2019-11-12 00:38:00,why walmart and target look like big winners this holiday season
658,2019-11-11 09:16:00,gap stock fair value estimate cut to $15 from $18 at mkm partners
659,2019-11-09 10:26:00,old navy spinoff thrown into question by the departure of gap ceo art peck
660,2019-11-08 04:46:00,stock market edges up to new record close even as trump says he hasn’t agreed to roll back china tariffs
661,2019-11-08 08:34:00,jp morgan puts pedal to the floor as it reduces gold recommendation while still pushing stocks
662,2019-11-08 07:45:00,gap ceo departure the latest spot of bad news for embattled retailer
663,2019-11-08 07:20:00,disney soars gap drops amid flat stock futures
664,2019-11-07 09:49:00,gap says ceo art peck is stepping down and issues earnings warning
665,2019-11-07 04:29:00,gap lowers eps guidance for 2019 calling q3 'challenging'
666,2019-11-07 04:27:00,gap stock falls 10percent on news ceo art peck will leave company
667,2019-11-07 04:22:00,gap inc stock falls nearly 8percent after ceo news
668,2019-11-07 04:22:00,gap's chairman robert j fisher to serve as interim president and ceo
669,2019-11-07 04:21:00,gap inc ceo art peck to step down
670,2019-11-05 02:04:00,old navy stores will be open 20 hours between thanksgiving and black friday
671,2019-10-28 05:30:00,macy’s gamestop and 15 other stocks that could be end-of-year bargains
672,2019-10-18 00:45:00,the dow is down 194 points because chinese growth is cooling
673,2019-10-18 11:57:00,victoria's secret parent l brands macy's gap shares tank after downgrades as pressure mounts for holiday season
674,2019-10-18 11:53:00,macy’s gap and l brands downgraded by credit suisse over ‘tougher’ road ahead for retail
675,2019-10-18 10:25:00,gap's stock sinks 63percent after credit suisse downgrade
676,2019-10-18 10:21:00,correct gap stock price target cut to $14 from $20 at credit suisse
677,2019-10-18 10:20:00,gap downgraded to underperform from neutral at credit suisse
678,2019-10-16 10:35:00,gap inc's hill city brand opens year-long pop-up store
679,2019-10-15 09:22:00,children's place relaunching gymboree in stores and online in early 2020
680,2019-10-10 03:10:00,this man paid off $10000 in credit-card debt after having a revelation (at the gap)
681,2019-10-09 09:41:00,a brief history of corporate apologies to china
682,2019-10-03 10:43:00,national retail federation forecasts 38percent to 42percent holiday sales growth highlights ongoing 'uncertainty'
683,2019-10-02 11:21:00,here are the stocks that have soared and sunk the most in 2019
684,2019-10-02 08:59:00,gap to hire 30000 seasonal associates this year fewer than half the number in 2018
685,2019-09-25 11:12:00,gap stock still faces uphill fight analyst says
686,2019-09-16 03:16:00,massive store closures are a strategy not a sign of a ‘retail apocalypse’ experts say
687,2019-09-13 11:51:00,old navy's plan to nearly double the number of stores is both a growth opportunity and a challenge analysts say
688,2019-09-12 02:26:00,gap will begin franchising the athleta and janie & jack brands
689,2019-09-11 03:59:00,centurylink stock is soaring here’s why
690,2019-09-05 00:56:00,the dow is up 430 points because all it takes is good trade news
691,2019-09-03 00:31:00,retailer consumer discretionary stocks suffer as weak consumption fuels pmi drop into contraction territory
692,2019-09-02 06:30:00,the 3 worst retail stocks so far this year
693,2019-08-30 07:08:00,here are 2019’s biggest stock market winners and losers in the dow s&p 500 and nasdaq
694,2019-08-23 00:14:00,banana republic's rental service gets mixed reaction from analysts
695,2019-08-22 05:12:00,gap’s sales worsen at old navy brand
696,2019-08-22 04:32:00,gap stock falls after company's q2 same-store sales fall
697,2019-08-22 04:16:00,gap stock falls 7percent after company earnings
698,2019-08-21 08:27:00,gap reports earnings today here’s what to expect
699,2019-08-21 00:26:00,the dow is up 280 points because retailers raised hope about consumer spending
700,2019-08-18 03:00:00,home depot l brands analog devices and more stocks for investors to watch
701,2019-08-16 08:42:00,banana republic launching style passport a clothing rental service for women
702,2019-08-14 11:16:00,retailer stocks take a broad beating led by tumbles in macy's and nordstrom shares
703,2019-08-05 00:39:00,the trade war could hurt gap and foot locker stocks analyst stays
704,2019-08-05 09:20:00,gap stock price target cut to $18 from $27 at ubs
705,2019-08-01 03:52:00,best buy stock and other retailers are getting hit hard after trump announced new china tariffs
706,2019-08-01 03:21:00,gap kohl's nordstrom among retail stock declines after trump announces tariffs
707,2019-07-28 09:52:00,these dividend stocks haven’t been scooped up by investors yet
708,2019-07-23 08:43:00,funko names jennifer fall jung cfo
709,2019-07-19 08:30:00,6 ways to beat the stock market — from a money manager who’s been doing it for years
710,2019-07-11 10:26:00,‘stranger things’ actress millie bobby brown puts her name on new converse collection
711,2019-07-05 10:01:00,pagerduty’s jennifer tejada is ‘not your typical ceo’ in silicon valley but hopes to change that
712,2019-07-01 01:46:00,here are the stock market’s winners and losers in the first half of 2019
713,2019-06-15 11:49:00,nike adds plus-size mannequins to highlight the ‘full range of athlete figures’
714,2019-06-11 07:55:00,gap stock fair value estimate cut to $18 from $33 at mkm partners
715,2019-06-03 07:24:00,gap inc price target cut to $22 from $32 at cowen
716,2019-06-03 07:17:00,gap shares plunge as bland merchandise ‘cycle of pain’ continues at namesake brand
717,2019-05-31 05:17:00,the dow fell 355 points because news of mexico tariffs sent the whole market south
718,2019-05-31 01:11:00,gap stock is plunging because ‘the path forward just got a lot tougher’ after disappointing earnings
719,2019-05-31 00:15:00,gap inc price target cut to $19 from $23 at cfra maintains hold stock rating
720,2019-05-31 09:31:00,stocks to fall 15percent to december meltdown levels this chart predicts
721,2019-05-31 08:22:00,gap stock price target cut to $22 vs $32 at instinet
722,2019-05-31 08:12:00,gap stock price target cut to $17 vs $24 at jpmorgan
723,2019-05-31 07:47:00,gap price target cut to $19 vs $23 at wedbush
724,2019-05-30 05:09:00,gap stock is plunging afterhours because earnings and guidance were double disappointments
725,2019-05-30 04:32:00,gap stock down 11percent after 'extremely challenging' q1
726,2019-05-30 04:18:00,gap q1 rev $37 billion vs expectations $38 billion
727,2019-05-30 04:18:00,gap q1 same-store sales down 4percent
728,2019-05-30 04:17:00,gap q1 adj eps 24 cents vs expectations 32 cents
729,2019-05-30 04:16:00,gap stock down 10percent after q1 results
730,2019-05-30 06:10:00,the gap reports earnings today here’s what to expect
731,2019-05-28 07:48:00,uber to make its earnings debut joining a passel of pot companies and retailers reporting quarterly results
732,2019-05-26 03:00:00,costco gap and more stocks to watch this week
733,2019-05-23 01:18:00,people are paying up to $10000 for plastic surgery to look good in yoga pants
734,2019-05-22 07:32:00,the line between high school and college is blurring — why that’s not always a good thing
735,2019-05-16 00:26:00,western companies now involved in china’s campaign to forcibly assimilate its muslim population
736,2019-05-14 07:08:00,here are monday’s worst stock-market performers as us-china trade dispute escalates
737,2019-05-13 09:01:00,how tariffs actually work
738,2019-04-14 10:29:00,j crew weighs madewell brand ipo
739,2019-03-27 05:01:00,harness the power of your dollars to make the world a better place
740,2019-03-26 08:31:00,10 stupid ways you’re probably wasting money
741,2019-03-18 08:35:00,hudson yards offers shoppers a look at the mall of the future
742,2019-03-05 11:33:00,the gap spinoff of old navy could be bad for its credit but good for its bonds
743,2019-03-04 07:08:00,old navy and athleta get their chance to shine with gap split
744,2019-03-02 10:10:00,gap to spin off old navy as stand-alone company stock skyrockets more than 25percent
745,2019-03-02 07:44:00,how bullish investors could steer this stock-market run right off the road
746,2019-03-02 00:00:00,gap’s spinoff of old navy could unlock the value of both stocks
747,2019-03-01 04:27:00,s&p 500 closes above 2800 for the first time in nearly 4 months on trade optimism
748,2019-03-01 04:04:00,the s&p 500 just closed above a key level at 2800 for the first time in 16 weeks
749,2019-03-01 09:35:00,dow rises more than 200 points to kick off march trading
750,2019-03-01 08:56:00,gap stock price target raised to $32 from $29 at instinet
751,2019-03-01 08:04:00,tesla reveals a $35000 car l brands covers up and more to know about stocks for friday
752,2019-03-01 07:55:00,gap stock price target raised to $33 from $30 at mkm partners
753,2019-03-01 06:58:00,gap's stock rockets 23percent premarket after plan to split into 2 companies announced late thursday
754,2019-02-28 09:15:00,review & preview a rally for the ages
755,2019-02-28 05:32:00,gap stock soars on plans to spin off old navy
756,2019-02-28 04:20:00,gap inc splitting into two publicly-traded companies old navy and newco' which will include gap brand banana republic
757,2019-02-28 04:20:00,gap stock shoots more than 20percent higher after detailing plan to split in two
758,2019-02-26 04:29:00,gap shares rise on new $1 billion stock buyback plan
759,2019-02-25 09:40:00,dell returns to the earnings calendar as retailers’ holiday returns keep flowing
760,2019-02-22 07:40:00,gap stock price target cut to $22 from $24 at jp morgan
761,2019-02-21 08:18:00,gap stock price target cut to $23 from $25 at wedbush
762,2019-01-28 06:55:00,gold’s gym is taking over vacated sears locations
763,2019-01-12 10:32:00,retailer stocks take a broad beating led by macy’s record plunge
764,2019-01-11 08:53:00,urban outfitters gap and 7 more stocks making friday morning moves
765,2019-01-07 08:26:00,victoria’s secret parent l brands among 7 retailers wells fargo is backing in 2019
766,2019-01-02 10:42:00,9 retail stocks that could thrive in 2019
767,2019-01-02 10:26:00,hurry up — the clock is ticking to return gifts to amazon apple and target
768,2018-12-25 10:34:00,online orders arrive too late 4 fixes to save your gift list
769,2018-12-24 10:47:00,retail stocks inch up in the final shopping day before christmas
770,2018-12-22 02:27:00,you call that a discount americans have high expectations for price cuts
771,2018-12-20 02:08:00,old navy offering free lyft rides on super saturday
772,2018-12-17 01:07:00,hasbro piloting wellness programs that aim to benefit women factory workers
773,2018-12-10 04:59:00,there are still good deals to be had before christmas
774,2018-11-28 07:27:00,gap stock fair value estimate cut to $30 from $32 at mkm partners
775,2018-11-23 09:30:00,what time do the stores open on black friday
776,2018-11-21 10:47:00,gap stock is rising but analysts point to weak spots
777,2018-11-21 08:46:00,jeffrey gundlach says stocks still haven’t hit a ‘panic low’
778,2018-11-20 07:35:00,gap looks to close hundreds of stores
779,2018-11-20 04:34:00,gap stock wavers after company beats expectations casts shadow over gap brand
780,2018-11-20 04:18:00,gap q3 net sales $41 billion vs expectations $4 billion
781,2018-11-20 04:17:00,"gap ""we are clearly not satisfied"" with gap brand's performance"
782,2018-11-20 04:16:00,gap q3 eps 69 cents vs expectations 67 cents
783,2018-11-20 04:16:00,gap stock down 3percent after q3 earnings
784,2018-11-20 09:46:00,ray dalio says it’s just like the 1930s for investors right now’
785,2018-10-30 07:29:00,victoria’s secret and gap among the retail brands that have reached peak revenue
786,2018-10-29 10:58:00,lululemon may have more room to grow than gap
787,2018-10-25 01:22:00,three retailers — and 9 other stocks — that could be set to rise
788,2018-10-18 00:23:00,stocks are getting hammered because overseas problems can’t stay overseas forever
789,2018-10-18 11:29:00,gap is fraying at the seams
790,2018-10-18 08:02:00,gap's stock sinks after jp morgan turns bearish citing sales weakness and margin pressure
791,2018-10-18 07:50:00,gap's stock drops 58percent premarket after jp morgan downgrade
792,2018-10-18 07:49:00,gap stock price target cut to $24 from $30 at jp morgan
793,2018-10-18 07:49:00,gap downgraded to underweight from neutral at jp morgan
794,2018-10-08 11:52:00,uniqlo is making a name for itself in the us—even without federer’s help
795,2018-10-04 04:25:00,amazon’s $15 minimum wage could put pressure on other retailers to raise pay
796,2018-10-04 04:24:00,gap adds three new board members
797,2018-10-04 04:19:00,gap adds three new members to its board
798,2018-10-02 11:30:00,retail stocks take a tumble after amazon's minimum wage hike announcement
799,2018-09-24 00:52:00,nike’s earnings are coming and wall street can’t hide its excitement
800,2018-09-21 04:12:00,with hill city gap is taking on a red-hot lululemon
801,2018-09-20 09:16:00,gap to launch men's athleisure brand hill city
802,2018-09-17 10:17:00,gap inc to hire 65000 seasonal workers for 2018 holiday season
803,2018-09-17 10:10:00,gap to hire 65000 seasonal workers for the holidays
804,2018-08-24 08:37:00,gap inc shares down 81percent in friday premarket trading
805,2018-08-23 04:36:00,gap stock falls as sales at flagship stores falter
806,2018-08-23 04:18:00,gap q2 net sales $41 billion vs expectations $4 billion
807,2018-08-23 04:17:00,gap same-store sales rise 2percent in quarter
808,2018-08-23 04:17:00,gap q2 eps 76 cents vs expectations 71 cents
809,2018-08-23 09:45:00,the stage is set for a ‘violent’ drop in stocks says saxo bank
810,2018-08-21 09:14:00,old navy adding plus-size collection to 75 stores
811,2018-08-15 09:20:00,gap expanding its job training program with boys & girls club partnership
812,2018-07-30 11:31:00,you can still score deals on these things this summer
813,2018-06-24 11:07:00,amazon shares fall after supreme court ruling on sales tax as brick-and-mortar retailers gain
814,2018-06-21 03:48:00,state credit quality will benefit from supreme court online sales tax ruling s&p
815,2018-06-13 04:25:00,gap hires former billabong eddie bauer ceo
816,2018-06-13 04:23:00,north face taps into growing market for used clothes with ‘renewed’ site
817,2018-05-29 07:39:00,gap stock fair value estimate raised to $35 from $32 at mkm partners
818,2018-05-28 05:23:00,gap shares slump as retailer says it will take months to fix inventory issues
819,2018-05-28 05:23:00,ceo pay ratio disclosures provide little more than noise for investors
820,2018-05-26 00:01:00,charting the market
821,2018-05-25 04:38:00,dow s&p 500 end lower as oil wallops energy sector but tech shares buck the trend
822,2018-05-25 09:18:00,the subtle sign of promise for stocks from a wall street veteran
823,2018-05-25 07:21:00,gap's stock falls 75percent premarket after q1 results late thursday
824,2018-05-25 07:07:00,gap stock price target cut to $29 from $35 at suntrust rh
825,2018-05-24 04:36:00,gap inc shares tank as retailer misses earnings expectations same-sale stores weaker
826,2018-05-24 04:20:00,gap still sees 2018 same-store sales flat to up slightly
827,2018-05-24 04:19:00,gap q1 rev $378 billion vs expectations $361 billion
828,2018-05-24 04:17:00,gap q1 eps 42 cents vs expectations 44 cents
829,2018-05-24 04:15:00,gap shares down 8percent after earnings
830,2018-05-02 09:30:00,kohl's appoints doug howe chief merchandising officer
831,2018-04-25 08:34:00,broadcom keycorp and gap cheap and with fast-growing dividends
832,2018-04-24 10:23:00,gap to open 60 new old navy stores this year
833,2018-04-19 00:21:00,amazon prime’s 100 million members can get this credit card — but it comes with some pitfalls
834,2018-04-17 02:27:00,gap expanding its subscription box service to children's pjs
835,2018-03-24 09:50:00,these 40 companies have had the biggest earnings-estimate increases in 2018
836,2018-03-17 00:01:00,old navy could lift the gap by 25percent
837,2018-03-04 00:33:00,retailers’ creepy efforts to be bffs with  customers can reap big rewards
838,2018-03-02 04:33:00,dow falls for 4th day on trade fears; major indexes post big weekly drops
839,2018-03-02 08:15:00,trump’s tariffs mean higher prices — and maybe even beer in plastic bags
840,2018-03-02 07:23:00,gap stock price target raised to $35 from $27 at mkm partners
841,2018-03-02 07:19:00,gap stock price target raised to $32 from $28 at jp morgan
842,2018-03-02 07:14:00,gap inc shares down 9percent in premarket trading after late-thursday earnings
843,2018-03-01 04:33:00,gap stock jumps 8percent on better q4 sales 2018 outlook
844,2018-03-01 04:18:00,gap shares up 8percent after q4 sales beat
845,2018-03-01 04:17:00,gap q4 comparable-store sales up 5percent in q4
846,2018-03-01 04:17:00,gap q4 rev $48 billion vs expectations $47 billion
847,2018-03-01 04:16:00,gap q4 eps 52 cents vs expectations 58 cents
848,2018-03-01 04:11:00,gap raises annual dividend by more than 5percent to 97 cents/share
849,2018-02-21 04:11:00,gap launching a limited-edition collection with sarah jessica parker
850,2018-02-20 10:53:00,gap shares slide more than 3percent as keybanc downgrades to sector weight
851,2018-02-20 10:46:00,gap stock downgraded to sector weight vsoverweight at keybanc
852,2018-02-20 09:12:00,update gap shares slide7percent premarket on news gap brand ceo jeff kirwan is leaving
853,2018-02-20 08:32:00,gap shares tumble 23percent premarket
854,2018-02-20 08:32:00,gap launches search for new gap brand president
855,2018-02-20 08:31:00,gap brand president jeff kirwan is leaving company
856,2018-02-08 11:35:00,amazon's new denim brands could hit gap nordstrom vfc corp
857,2018-02-07 03:58:00,lululemon ceo’s resignation opens the door for former ralph lauren ceo stefan larsson
858,2018-01-22 04:48:00,h&m’s stock has been cut in half over 3 years — here’s how to play the retailer
859,2018-01-20 00:01:00,h&m stock has fallen but it’s not a bargain yet
860,2017-12-21 10:38:00,6 ways to get paid for holiday shopping without leaving your living room
861,2017-12-14 09:57:00,gap stock price target cut to $30 from $33 at oppenheimer
862,2017-12-14 09:56:00,gap downgraded to perform from outperform at oppenheimer
863,2017-12-13 01:22:00,stitch fix poses yet another challenge to the bricks-and-mortar retail business
864,2017-12-13 05:21:00,inditex shares up even as profit margins shrink
865,2017-12-12 09:27:00,pandora hires former gap executive to be chief marketing officer
866,2017-12-07 02:48:00,tax reform and holiday shopping send retail stocks to best month in 6 years
867,2017-12-05 00:26:00,7 ways to save on gifts without looking cheap
868,2017-12-05 07:56:00,retail stocks rally on expectation sector will be key beneficiary of tax reform
869,2017-12-04 03:43:00,three s&p 500 sectors just hit all-time highs on tax-cut optimism
870,2017-12-04 10:48:00,consumer discretionary etf hits record as retailers rally
871,2017-11-27 05:10:00,why these retailers had shorter lines this black friday
872,2017-11-27 04:47:00,stocks end mostly lower as retail rally fizzles; dow bucks trend
873,2017-11-27 01:32:00,cyber monday could have the ‘best deals of the season’
874,2017-11-27 09:32:00,stocks open at near record as shoppers flock to cyber monday deals
875,2017-11-21 08:08:00,gap price target raised to $32 from $25 at cowen & co
876,2017-11-20 07:07:00,gap’s athleta brand is underrated analysts say
877,2017-11-18 11:29:00,stitch fix ipo 5 things to know about online clothing service
878,2017-11-17 10:14:00,gap stock price target raised to $28 from $25 at instinet
879,2017-11-17 08:28:00,gap inc shares up 7percent in friday premarket trading
880,2017-11-17 07:18:00,gap stock price target raised to $28 from $26 at rbc capital
881,2017-11-16 04:21:00,gap stock leaps after beat on earnings increased forecast
882,2017-11-16 04:16:00,gap jumps 8percent after earnings report
883,2017-11-13 05:23:00,why investors shouldn’t rely on sentiment indicators for market-timing
884,2017-10-30 10:50:00,lord & taylor deal with wework is a good way to use ‘less productive’ real estate
885,2017-10-20 02:54:00,under armour and gap add to growing list of stitch fix-style subscription services
886,2017-10-14 00:01:00,rh pricey wares pricey shares
887,2017-10-13 05:55:00,drive a different porsche every day of the week with this new subscription service
888,2017-10-10 00:08:00,babygap launches subscription box service
889,2017-10-07 00:33:00,the top-performing sustainable funds
890,2017-10-03 09:47:00,gap stock price target raised to $33 from $28 at oppenheimer
891,2017-09-20 11:41:00,dow clears 20-day volatility bands (again) amid persistent 2017 bull trend
892,2017-09-08 07:03:00,home depot wal-mart among retailers that could get a boost from hurricanes harvey irma
893,2017-09-06 11:02:00,gap shares up nearly 5percent in wednesday trading
894,2017-09-06 09:23:00,gap expects old navy brand to exceed $10 billion in the next few years
895,2017-08-26 01:25:00,the trouble with labor economics
896,2017-08-22 06:59:00,amazon says new accounting rule will change when it recognizes sales of its devices
897,2017-08-19 00:38:00,stocks stagger again on continuing political turmoil
898,2017-08-18 09:36:00,here’s what could make this ‘humpty dumpty’ market fall hard
899,2017-08-17 09:32:00,the ‘smart’ money is betting on these tech stocks but it’s not the faang gang
900,2017-08-12 08:00:00,north korea could take back seat as stocks face big week for consumer data
901,2017-08-10 04:52:00,macy’s earnings cosmetics promotions could hurt margins
902,2017-08-08 04:47:00,this pack of dividend-paying stocks outruns the ‘dow dogs’
903,2017-07-31 07:32:00,attention shoppers ‘amazon effect’ is creating bargain stocks
904,2017-07-14 07:42:00,gap stock price target raised to $27 from $26 at jp morgan
905,2017-07-10 04:24:00,nasdaq closes higher to lead stock market as tech climbs
906,2017-07-10 02:46:00,retail stocks battered by amazon-related fears
907,2017-07-03 01:56:00,retailers’ next foe could be the weather
908,2017-07-01 01:32:00,a game-changing week for markets sees nasdaq fall 2percent
909,2017-06-20 01:44:00,apparel retailer stocks dive as amazon's new prime wardrobe strikes fear in investors
910,2017-06-08 07:45:00,j crew has a new ceo but that won’t fix its debt problem
911,2017-06-05 09:41:00,gap upgraded on old navy's benefit from mall declines gap brand improvement
912,2017-06-05 09:05:00,gap's stock surges 11percent premarket after analyst upgrade
913,2017-06-05 09:04:00,gap stock price target raised to $28 from $24 at oppenheimer
914,2017-06-05 09:04:00,gap upgraded to outperform from perform at oppenheimer
915,2017-05-21 01:18:00,ann taylor parent ascena shares plummet after traffic decline prompts profit warning
916,2017-05-21 01:18:00,gap’s earnings beat expectations but were too dependent on old navy
917,2017-05-19 09:41:00,gap stock price target raised to $26 from $24 at instinet
918,2017-05-19 08:36:00,jim chanos has a way to profit on the drug overpricing backlash and still hates tesla
919,2017-05-19 08:07:00,gap shares up 54percent premarket
920,2017-05-18 04:29:00,gap shares rally on sold first-quarter earnings
921,2017-05-18 04:17:00,gap shares rise more than 5percent following first-quarter earnings
922,2017-05-18 04:16:00,gap first-quarter same-store sales up 2percent
923,2017-05-18 04:16:00,gap first-quarter revenue $344 bln vs $344 bln
924,2017-05-18 04:15:00,gap first-quarter earnings 36c a share vs 32c a share
925,2017-05-17 02:44:00,every time this happens amazon crushes another legacy retailer
926,2017-05-12 03:23:00,one bit of good news at urban outfitters
927,2017-05-11 04:21:00,retail stocks rocked as macy’s casts pall on sector
928,2017-05-06 00:57:00,the amazoning of american retail
929,2017-05-04 07:01:00,nordstrom is latest retailer to change its cfo
930,2017-04-22 01:18:00,another year of double-digit gains
931,2017-04-20 08:15:00,gap upgraded on 'quality casual' strategic focus signs of stabilization
932,2017-04-20 07:20:00,gap price target raised to $24 from $21 at jp morgan
933,2017-04-20 07:18:00,gap shares up 16percent in thursday premarket trading
934,2017-04-20 07:18:00,gap upgraded to neutral from underweight at jp morgan
935,2017-04-08 11:30:00,payless shoesource bankruptcy is the latest blow for retail bondholders
936,2017-04-07 00:49:00,the retail sector is shedding jobs like it’s a recession
937,2017-04-07 08:34:00,19 high-yield dividend stocks that pass a five-point investing screen
938,2017-03-24 07:04:00,10 best business schools for aspiring entrepreneurs
939,2017-03-21 03:28:00,think online only is the answer for retailers not quite
940,2017-03-16 03:25:00,zara's strategy bigger stores online push
941,2017-03-15 00:41:00,11 retailers still thriving as amazon threatens on all fronts
942,2017-03-14 04:21:00,gap appoints former gymboree ceo to lead banana republic
943,2017-03-09 08:56:00,from a risk-of-bankruptcy standpoint the retail business is the new oil and gas
944,2017-02-28 08:26:00,jc penney’s store closures are a good move but could signal bigger problems
945,2017-02-26 00:34:00,mall reits rocked by news of jc penney store closures
946,2017-02-24 01:56:00,break out the pompoms because this asset is leaving stocks in its dust
947,2017-02-23 07:28:00,ceo brushes off reports gap is dead dying or sick
948,2017-02-23 04:31:00,gap shares rise after earnings and sales beat
949,2017-02-23 04:21:00,gap inc sees fiscal 2017 same-store sales flat to up slightly
950,2017-02-23 04:20:00,gap inc sees fiscal 2017 eps in the range of $195-$205; factset consensus $200
951,2017-02-23 04:18:00,gap inc q4 same-store sales up 2percent
952,2017-02-23 04:18:00,gap's stock rallies 15percent in after-hours session after q4 results
953,2017-02-23 04:17:00,gap inc q4 revenue $443b vs $439b last year; factset consensus $441b
954,2017-02-23 04:17:00,gap inc q4 adj eps 51 cents; factset consensus 50 cents
955,2017-02-23 04:16:00,gap inc q4 eps 55 cents vs 53 cents last year
956,2017-02-23 09:36:00,only ‘blind faith’ sees dow’s record run roaring onward says storied hedge fund manager
957,2017-02-15 08:02:00,target gap best buy among retailers headed to washington to oppose border tax report
958,2017-02-14 03:37:00,target gap other retail ceos head to dc for border-tax fight report
959,2017-02-07 04:30:00,nasdaq logs a record but stocks post measured gain as energy slumps
960,2017-02-07 07:44:00,investors are waking up to these stocks — the ‘untold story of 2017’
961,2017-02-06 05:29:00,gap sees better-than-expected holiday profit
962,2017-02-06 04:28:00,gap shares rise after company's higher january sales
963,2017-02-06 04:21:00,gap inc shares up 4percent after company january sales rise 2percent
964,2017-02-03 07:00:00,kayne west doesn’t need fashion week — and neither do big brands
965,2017-02-03 00:55:00,ralph lauren ceo’s departure creates uncertainty about the ‘way forward’
966,2017-02-02 11:52:00,ralph lauren ceo quits after clash with founder
967,2017-02-02 08:55:00,ralph lauren ceo to leave after less than 2 years
968,2017-01-31 10:54:00,wall street shocked by under armour’s sales slowdown
969,2017-01-31 08:51:00,hennes & mauritz rolls back new store openings
970,2017-01-30 04:24:00,gap wants your phone to help you decide if your bottom looks big in that dress
971,2017-01-24 04:41:00,president of gap unit banana republic to leave the company
972,2017-01-24 09:50:00,these 85 stocks are now on a ‘buy’ list as donald trump takes office
973,2017-01-07 00:01:00,barnes & noble gears up for bookstore battle with amazon
974,2017-01-06 04:21:00,s&p 500 nasdaq end at records after solid jobs report
975,2017-01-06 02:17:00,this is how an investor turned around a once-venerable mutual fund
976,2017-01-06 09:27:00,time to go for ‘the big short’ with stocks here’s when you’ll know
977,2017-01-06 07:19:00,gap shares surge 86percent in premarket trade
978,2017-01-05 05:15:00,gap same-store sales improve during holiday season
979,2017-01-05 04:32:00,gap shares skyrocket as retailer reports rising holiday sales
980,2017-01-05 04:18:00,gap inc shares up 12percent after december same-store sales rise 4percent
981,2017-01-03 01:59:00,abercrombie & fitch downgraded on stalled turnaround but nike is tops for 2017
982,2016-12-29 10:52:00,a day late but not a dollar short
983,2016-12-23 03:17:00,tjx burlington and other off-price retailers could benefit most from 2017 tax reform
984,2016-12-16 04:25:00,stock market closes lower after china seizes us underwater drone
985,2016-12-10 00:00:00,amazon is not the only online retailer developing a store for the future
986,2016-12-05 11:39:00,gap stock price target cut to $23 from $25 at citigroup
987,2016-12-02 07:32:00,guess joins list of retailers that are shrinking their store footprint
988,2016-12-01 06:03:00,gap says impact of new york distribution center fire felt most in november
989,2016-12-01 05:44:00,gap same-store sales hurt by warehouse fire
990,2016-12-01 04:25:00,gap inc shares down 02percent in late thursday trading
