Date,sentiment_score,Closing_price
2007-02-08 04:41:00,0.75187206,0.34679970667029847
2007-03-01 06:30:00,0.8220485,0.32927721188614734
2007-03-02 04:40:00,0.8226031,0.3139449883335622
2007-05-02 04:39:00,0.58045965,0.31272816582504737
2007-05-24 06:35:00,0.71470875,0.31126796953106883
2007-07-16 04:39:00,0.6572848,0.32635677287938714
2007-08-23 08:10:00,0.80609083,0.2896081668128394
2007-09-26 02:47:00,0.9299593,0.31005110060375074
2008-01-11 11:12:00,0.8911772,0.2847408303599769
2008-02-07 00:31:00,0.92995954,0.34436601523446553
2008-02-07 08:08:00,0.7412469,0.34436601523446553
2008-02-28 04:31:00,0.59653956,0.3394986787816029
2008-02-28 04:32:00,0.92995954,0.3394986787816029
2008-02-28 04:34:00,0.58419937,0.3394986787816029
2008-02-28 04:46:00,0.9515344,0.3394986787816029
2008-02-28 07:18:00,0.71470845,0.3394986787816029
2008-05-22 04:31:00,0.35096478,0.31126796953106883
2008-05-22 04:31:00,0.71470845,0.31126796953106883
2008-05-22 04:32:00,0.9127973,0.31126796953106883
2008-05-22 04:38:00,0.4170286,0.31126796953106883
2008-05-22 05:02:00,0.6842147,0.31126796953106883
2008-08-21 04:30:00,0.819666,0.3287904643152201
2008-08-21 04:31:00,0.72596467,0.3287904643152201
2008-08-21 04:32:00,0.6842147,0.3287904643152201
2008-08-21 04:44:00,0.71352744,0.3287904643152201
2008-08-21 04:59:00,0.819666,0.3287904643152201
2008-10-16 11:34:00,0.82433295,0.20491603906123726
2008-11-06 08:03:00,0.4772855,0.16938427871260606
2008-11-06 08:03:00,0.7300956,0.16938427871260606
2008-11-20 04:30:00,0.6842147,0.09759065986835441
2008-11-20 04:31:00,0.82433295,0.09759065986835441
2008-11-20 04:31:00,0.7852381,0.09759065986835441
2008-11-20 04:51:00,0.7300956,0.09759065986835441
2008-11-20 06:19:00,0.43966645,0.09759065986835441
2008-11-21 05:14:00,0.8196657,0.16062303132053043
2009-01-08 03:01:00,0.7180599,0.18057921754051456
2009-01-08 08:03:00,0.7300956,0.18057921754051456
2009-01-08 08:07:00,0.50529176,0.18057921754051456
2009-02-05 08:09:00,0.7314929,0.14066682189114474
2009-02-23 02:17:00,0.78489625,0.14139694324753557
2009-02-26 04:31:00,0.5402026,0.1423704151799884
2009-02-26 04:32:00,0.75162077,0.1423704151799884
2009-02-26 04:47:00,0.4727264,0.1423704151799884
2009-02-26 06:33:00,0.49561757,0.1423704151799884
2009-02-27 00:05:00,0.49561757,0.12874178491624702
2009-04-07 02:40:00,0.7707875,0.20637623535521568
2009-05-21 04:00:00,0.3101431,0.25504987839666104
2009-05-21 04:01:00,0.47272623,0.25504987839666104
2009-05-21 04:12:00,0.71535724,0.25504987839666104
2009-05-21 04:22:00,0.7831544,0.25504987839666104
2009-05-22 05:00:00,0.7300956,0.26502797150665314
2009-06-22 10:37:00,0.4772855,0.24434168713967983
2009-08-06 04:19:00,0.9093191,0.3076174091679179
2009-08-06 08:04:00,0.8196657,0.3076174091679179
2009-08-06 08:09:00,0.6842147,0.3076174091679179
2009-08-20 04:00:00,0.50529176,0.3248965765854087
2009-08-20 04:13:00,0.7180599,0.3248965765854087
2009-08-20 05:01:00,0.71352744,0.3248965765854087
2009-10-07 06:03:00,0.91290504,0.394256527203229
2009-11-04 03:43:00,0.819666,0.40374787274229385
2009-11-05 08:00:00,0.7300956,0.42248723645376307
2009-11-19 04:01:00,0.7742961,0.3981504149330404
2009-11-19 04:05:00,0.43966657,0.3981504149330404
2009-11-19 04:14:00,0.6842147,0.3981504149330404
2009-11-19 05:18:00,0.8196657,0.3981504149330404
2009-11-20 09:47:00,0.72717917,0.40034073258340974
2009-12-01 04:10:00,0.7180599,0.40107080752099733
2010-02-04 08:01:00,0.819666,0.3402287537191906
2010-02-25 04:00:00,0.6842147,0.3623752575895439
2010-02-25 04:01:00,0.6842147,0.3623752575895439
2010-02-25 04:13:00,0.8283679,0.3623752575895439
2010-02-25 04:32:00,0.64722335,0.3623752575895439
2010-03-12 02:08:00,0.9066001,0.4210269937409814
2010-03-17 06:45:00,0.9029529,0.42954489055699496
2010-05-06 08:06:00,0.3992141,0.4237040589622779
2010-05-20 04:01:00,0.5502335,0.3952299759262803
2010-05-20 04:01:00,0.81535,0.3952299759262803
